kew_id,taxon_name_binom,authors,Full name,Author,taxon_name_auth,pg_2C,pg_1C,Mbp_2C,Mbp_1C,Mbp_1Cx,Ploidy,Chromosome_number_2n,GC_%,Locality,Latitude,Longitude,Altitude_m,Collector,FCM method,FCM standard,Sample/standard ratio with DAPI (mean),CV (%),sample/standard ratio with PI (mean),CV (%),mean DAPI/PI,CV (%),Data source,from GB material,DB
176058-1,Ambrosia artemisiifolia,L.,Ambrosia artemisiifolia,L.,Ambrosia artemisiifolia L.,2.2,1.1,2152.03,1076.02,1076.02,2,36,39.99655204,"Czech Republic, Moravia, Brno-Královo Pole (distr. Brno-m?sto): in railway track in front of the railway station, single plant","49°13'48.725""N","16°35'51.072""E",225,P. Šmarda,,L.e.,1.188538758,0.635563064,1.26828188,0.894909153,0.937148698,0.522950192,Šmarda et al. 2019,n,Šmarda et al. 2019
615773-1,Anacamptis pyramidalis,(L.) Rich.,Anacamptis pyramidalis,(L.) Rich.,Anacamptis pyramidalis (L.) Rich.,12.93,6.47,12650.35,6325.18,6325.18,2,36,45.84113255,"Czech Republic, Moravia, Rad?jov (distr. Hodonín): NW part of the ?ertoryje Nature Reserve,  broad-leaved dry grassland","48°51'35""N","17°24'26""E",367,P. Šmarda,"lh-3, measured from immature ovaria",P.s.,1.283003533,0.390148351,1.613304562,0.696391893,0.795264306,0.560242523,Šmarda et al. 2019,n,Šmarda et al. 2019
113312-1,Anchusa officinalis,L.,Anchusa officinalis,L.,Anchusa officinalis L.,13.2,6.6,12908.71,6454.35,6454.35,2,16,38.47737485,"Czech Republic, Moravia, Hrušky (distr. B?eclav): along the old road to B?eclav, 1.3 km W of the church in the village, mown ruderal roadside grassland","48°47'25""N","16°57'37""E",175,K. Šumberová,lh-11,P.s.,1.952099393,1.204149886,1.646252904,0.951019436,1.185783416,1.266167483,Šmarda et al. 2019,n,Šmarda et al. 2019
30021967-2,Andromeda polifolia,L.,Andromeda polifolia,L.,Andromeda polifolia L.,1.97,0.98,1923.94,961.97,480.99,4,48,41.25457504,"Czech Republic, Bohemia, Krkonoše Mts., Pec pod Sn?žkou (distr. Trutnov): ?ernohorské rašeliništ? Nature Reserve, peat bog","50°39'49""N","15°45'16""E",1200,"P. Šmarda, O. Knápek, V. Grulich",lh-1,B.p.,0.569459286,0.149101443,0.622657957,1.475848494,0.914561967,0.101027608,Šmarda et al. 2019,n,Šmarda et al. 2019
13472-2,Anemone nemorosa,L.,Anemone nemorosa,L.,Anemone nemorosa L.,37.85,18.92,37016.6,18508.3,9254.15,4,32,44.25363006,"Czech Republic, Moravia, Kanice (distr. Brno-venkov): Hádecká planinka Nature Reserve","49°13'13.725""N","16°40'37.638""E",414,P. Veselý,,V.f.,1.341483686,0.226484471,1.590546553,1.250075492,0.843410514,NA,Veselý et al. 2012,n,Šmarda et al. 2019
13507-2,Anemone ranunculoides,L.,Anemone ranunculoides,L.,Anemone ranunculoides L.,33.2,16.6,32473.38,16236.69,8118.34,4,32,43.96445138,"Czech Republic, Moravia, Kanice (distr. Brno-venkov): Hádecká planinka Nature Reserve","49°13'22.715""N","16°40'38.535""E",416,P. Veselý,,V.f.,1.196269903,0.438190428,1.395331319,1.477295477,0.857337528,NA,Veselý et al. 2012,n,Šmarda et al. 2019
30111520-2,Antennaria dioica,(L.) Gaertn.,Antennaria dioica,(L.) Gaertn.,Antennaria dioica (L.) Gaertn.,6.45,3.22,6304.45,3152.22,1576.11,4,28,40.81117434,"Czech Republic, Bohemia, Prameny (distr. Cheb): 2.1 km of the crossroads in the village, K?ížky serpentinite rocks","50°03'57""N","12°44'56""E",809,V. Grulich,lh-1,P.s.,0.846006464,1.263695707,0.804008623,1.454385314,1.052235561,0.86888646,Šmarda et al. 2019,n,Šmarda et al. 2019
389034-1,Anthoxanthum odoratum,L.,Anthoxanthum odoratum,L.,Anthoxanthum odoratum L.,11.32,5.66,11067.21,5533.6,2766.8,4,20,48.37544056,"Czech Republic, Bohemia, Vysoké nad Jizerou (distr. Semily): 970 m NW of the church in the town, mown mountain meadow","50°41'23""N","15°23'27""E",671,P. Šmarda,lh-1,V.f.,0.313581998,1.822590632,0.47554107,0.871682972,0.659421484,2.090887043,Šmarda et al. 2019,n,Šmarda et al. 2019
837969-1,Anthriscus sylvestris,(L.) Hoffm.,Anthriscus sylvestris,(L.) Hoffm.,Anthriscus sylvestris (L.) Hoffm.,3.58,1.79,3497.09,1748.54,1748.54,2,16,39.55503269,"Czech Republic, Bohemia, Dolní Lhota (distr. Jind?ich?v Hradec): along unpaved road to the Va?k?v mlýn mill, ruderal place along the maize field","49°04'00""N","14°57'01""E",460,"P. Šmarda, J. Návrátil, J. Navrátilová",lh-1,P.s.,0.500828249,0.039451289,0.445985032,0.4729744,1.122986739,0.445988489,Šmarda et al. 2019,n,Šmarda et al. 2019
474795-1,Anthyllis vulneraria,L.,Anthyllis vulneraria,L.,Anthyllis vulneraria L.,0.8,0.4,785.12,392.56,392.56,2,12,41.14571705,"Czech Republic, Moravia, B?ezová (distr. Uherské Hradišt?): Cestiska Nature reserve, 610 m NW of the church in the village","48°55'41""N","17°43'49""E",499,O. Knápek,lh-6,L.e.,0.408350955,0.51141465,0.462704349,0.370275296,0.88253105,1.381174106,Šmarda et al. 2019,n,Šmarda et al. 2019
799180-1,Antirrhinum majus,L.,Antirrhinum majus,L.,Antirrhinum majus L.,1.14,0.57,1116.55,558.27,558.27,2,16,37.57083,"Cultivated in a private garden in Brno-Bystrc, Údolí oddechu street","49°13'08""N","16°31'36""E",233,O. Knápek,lh-3,L.e.,0.697517571,9.863257187,0.658029078,7.178184722,1.058614316,2.689226341,Šmarda et al. 2019,n,Šmarda et al. 2019
1122912-2,Apera spica-venti,(L.) P. Beauv.,Apera spica-venti,(L.) P. Beauv.,Apera spica-venti (L.) P. Beauv.,8.66,4.33,8471.34,4235.67,4235.67,2,14,45.65922996,"Czech Republic, Moravia, Chvalatice (distr. Znojmo): near a road 510 m W(WSW) of the church in the village, margin of a wheat field, abundant","48°56'57""N","15°44'33""E",465,P. Šmarda,lh-1,L.e.,3.424038738,1.19690981,4.992516116,2.249545291,0.686183029,3.399790843,Šmarda et al. 2019,n,Šmarda et al. 2019
721514-1,Aphanes arvensis,L.,Aphanes arvensis,L.,Aphanes arvensis L.,2.32,1.16,2268.29,1134.15,378.05,6,48,40.66251011,"Czech Republic, Moravia, Horní B?e?kov-?ížov (distr. Znojmo): 1.1 km SW of the chapel in the cemetery in ?ížov, fringe of the road to the border crossing","48°52'11""N","15°51'41""E",438,"V. Grulich, P. Šmarda & O. Knápek",lh-1,B.p.,0.692663354,0.237450217,0.734102626,1.571600828,0.943551118,0.151088122,Šmarda et al. 2019,n,Šmarda et al. 2019
15934-2,Aphanes australis,Rydb.,Aphanes australis,Rydb.,Aphanes australis Rydb.,0.73,0.36,710.96,355.48,355.48,2,16,39.90084956,"Czech Republic, Bohemia, Sta?kov (distr. Jind?ich?v Hradec): camping site 0.5 km ENE of the chapel in the village","48°58'49""N","14°57'31""E",474,V. Grulich,lh-5,L.e.,0.394603251,1.118610741,0.418996326,0.960464247,0.941782127,1.164656305,Šmarda et al. 2019,n,Šmarda et al. 2019
306409-2,Aquilegia vulgaris,L.,Aquilegia vulgaris,L.,Aquilegia vulgaris L.,0.68,0.34,663.35,331.68,331.68,2,14,40.56377021,"Czech Republic, Moravia, Židlochovice (distr. Brno-venkov): 920 m SW of Výhon hill, S-facing fringe of a thermophilous oak forest","49°01'53""N","16°38'05""E",325,"P. Šmarda, K. Fajmon, J. Role?ek, D. Dvo?ák",lh-1,R.s.,0.670694286,0.355268521,0.679978244,0.890371312,0.986408449,1.102689288,Šmarda et al. 2019,n,Šmarda et al. 2019
277940-1,Arabidopsis arenosa,(L.) Lawalrée,Arabidopsis arenosa,(L.) Lawalrée,Arabidopsis arenosa (L.) Lawalrée,0.79,0.39,768.67,384.33,192.17,4,32,39.64318749,"Czech Republic, Moravia, Vilémovice (distr. Blansko): Pustý žleb valley, along the road 350 m NE of the Skalní mlýn mill, fissures in a tall limestone rock","49°21'56""N","16°42'40""E",345,P. Šmarda,lh-1,R.s.,0.815038285,0.058490873,0.787932211,1.241829781,1.034503058,1.185845689,Šmarda et al. 2019,n,Šmarda et al. 2019
277970-1,Arabidopsis thaliana,(L.) Heynh.,Arabidopsis thaliana,(L.) Heynh.,Arabidopsis thaliana (L.) Heynh.,0.3,0.15,297.03,148.51,148.51,2,10,40.14359437,"Czech Republic, Moravia, Vranovice (distr. Prost?jov): 770 m SW of the church in the village, rocky slope above a road","49°23'57""N","17°05'34""E",245,"P. Šmarda, P. Veselý & O. Knápek",lh-1,O.s.,0.460053846,0.470026409,0.381959893,1.956660704,1.2044559,0.240218658,Šmarda et al. 2019,n,Šmarda et al. 2019
278269-1,Arabis hirsuta,(L.) Scop.,Arabis hirsuta,(L.) Scop.,Arabis hirsuta (L.) Scop.,1.23,0.61,1202.78,601.39,300.69,4,32,39.27967997,"Czech Republic, Moravia, Klentnice (distr. B?eclav): SW slope of Stolová hora hill, 800 m ENE of the church in the village, dry grassland with Bromus erectus","48°50'16""N","16°37'56""E",330,J. Danihelka & H. Galušková,lh-3,G.m.,0.552513728,1.096762256,0.592239862,1.954149129,0.932922222,0.561247983,Šmarda et al. 2019,n,Šmarda et al. 2019
178385-1,Arctium lappa,L.,Arctium lappa,L.,Arctium lappa L.,3.35,1.67,3271.44,1635.72,1635.72,2,36,39.29415379,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): Terezy Novákové street, 1.1 km WNW of the church in the village, roadside","49°15'15""N","16°34'03""E",310,P. Šmarda & A. B?ezinová,lh-1,L.e.,1.872929519,0.57938884,1.927997926,0.705074388,0.971458815,0.702768359,Šmarda et al. 2019,n,Šmarda et al. 2019
178406-1,Arctium minus,(Hill) Bernh.,Arctium minus,(Hill) Bernh.,Arctium minus (Hill) Bernh.,3.79,1.9,3707.03,1853.51,1853.51,2,36,39.44639351,"Czech Republic, Moravia, Malhostovice (distr. Brno-venkov): 630 m N of the Zlobice lookout tower, forest clearing","49°19'39""N","16°31'02""E",350,P. Šmarda,lh-1,B.p.,1.205360384,1.028548918,1.199729939,1.125270353,1.004728257,0.923985021,Šmarda et al. 2019,n,Šmarda et al. 2019
77072591-1,Arctium nemorosum,Lej.,Arctium nemorosum,Lej.,Arctium nemorosum Lej.,3.75,1.87,3666.69,1833.34,1833.34,2,36,39.23823104,"Czech Republic, Moravia, Krako?ice (distr. Olomouc): 1.77 km N of the Babice u Šternberka railway station, forest near the red-marked tourist path","49°45'25""N","17°16'10""E",326,O. Knápek,lh-1,G.m.,1.687896828,1.54367893,1.805455389,1.251450064,0.934887031,1.233512207,Šmarda et al. 2019,n,Šmarda et al. 2019
77072591-1,Arctium nemorosum,Lej.,Arctium nemorosum,Lej.,Arctium nemorosum Lej.,3.82,1.91,3739.05,1869.52,1869.52,2,36,39.65385954,"Czech Republic, Moravia, Moravské Bud?jovice (distr. T?ebí?): 250 m SE of Lukovská hora hill, along forest foot path","49°04'18""N","15°48'13""E",516,P. Šmarda,lh-1,G.m.,1.684896745,0.328745203,1.841084143,1.601963378,0.91529123,1.287400285,Šmarda et al. 2019,n,Šmarda et al. 2019
17712-2,Arctium tomentosum,Mill.,Arctium tomentosum,Mill.,Arctium tomentosum Mill.,3.01,1.51,2945.32,1472.66,1472.66,2,36,39.0389739,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): Terezy Novákové street, 750 m WNW of the church in the village, roadside","49°15'10""N","16°34'18""E",309,P. Šmarda & A. B?ezinová,lh-1,L.e.,1.707743985,0.309871865,1.73580157,1.886058336,0.984097652,2.125049849,Šmarda et al. 2019,n,Šmarda et al. 2019
1024084-2,Arctostaphylos uva-ursi,(L.) Spreng.,Arctostaphylos uva-ursi,(L.) Spreng.,Arctostaphylos uva-ursi (L.) Spreng.,2.21,1.11,2164.58,1082.29,541.14,4,52,40.79332347,"Czech Republic, Bohemia, Hrad?any (distr. ?eská Lípa): top of the Kozí kámen rock, 450 m NNW of the Psí kostel cave","50°37'52""N","14°39'46""E",284,V. Grulich & O. Knápek,lh-3,B.p.,0.656473125,1.928925108,0.700535897,0.846553477,0.937101336,2.278562621,Šmarda et al. 2019,n,Šmarda et al. 2019
1000915-2,Aremonia agrimonoides,(L.) DC.,Aremonia agrimonoides,(L.) DC.,Aremonia agrimonoides (L.) DC.,2.84,1.42,2776.31,1388.15,462.72,6,42,41.96020511,"Greece, North Pindus Mts., Vikos-Aoos National Park, Mikro Papingo: forest 730 m SSW of the church in the village, near the mark of the O3 greek national trail (weed in the experimental garden of the Department of Botany and Zoology, Masaryk University)","39°57'48.896""N","20°43'24.551""E",890,P. Veselý,lh-3,L.e.,1.382247963,2.657642509,1.636195841,2.139082862,0.844959033,2.778012051,Šmarda et al. 2019,n,Šmarda et al. 2019
303826-2,Arenaria serpyllifolia,L.,Arenaria serpyllifolia,L.,Arenaria serpyllifolia L.,1.41,0.7,1376.4,688.2,344.1,4,40,38.40929918,"Czech Republic, Moravia, Brno-Bohunice (distr. Brno-m?sto): 1.48 km NNE of sv. Jan Nepomucký church in Brno-Starý Lískovec, Studentská street, weed in the experimental garden of the Department of Botany and Zoology, Masaryk University","49°10'44""N","16°34'19""E",270,O. Knápek,lh-1,G.m.,0.660568314,0.14027032,0.677732596,0.651434641,0.974673961,0.215325239,Šmarda et al. 2019,n,Šmarda et al. 2019
92841-1,Aristolochia clematitis,L.,Aristolochia clematitis,L.,Aristolochia clematitis L.,0.92,0.46,895.38,447.69,447.69,2,14,49.32485515,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,"A. B?ezinová, H. Steigerová",lh-1,C.a.,0.548758228,1.42377912,1.119323247,1.644596498,0.490383941,2.652362286,Šmarda et al. 2019,n,Šmarda et al. 2019
300106-2,Artemisia absinthium,L.,Artemisia absinthium,L.,Artemisia absinthium L.,8.96,4.48,8758.6,4379.3,4379.3,2,18,38.92606092,"Czech Republic, Moravia, Sedlec u Mikulova (distr. B?eclav): S village periphery, 380 m N of the railway station, ruderalized place","48°46'39""N","16°41'54""E",176,P. Šmarda & O. Knápek,lh-1,P.s.,1.295037714,0.27160932,1.116988524,0.322901947,1.159402445,0.067822318,Šmarda et al. 2019,n,Šmarda et al. 2019
309140-2,Artemisia campestris,L.,Artemisia campestris,L.,Artemisia campestris L.,9.68,4.84,9471.06,4735.53,2367.76,4,36,40.75856866,"Czech Republic, Moravia, Horní V?stonice (distr. B?eclav): 1.65 km NE of the church in the village, 460 m WSW of D?vín hill, dry grassland on limestone","48°52'02""N","16°38'40""E",510,J. Danihelka & H. Galušková,lh-3,V.f.,0.415402653,0.674176425,0.406956783,0.496076744,1.020753726,1.359016388,Šmarda et al. 2019,n,Šmarda et al. 2019
20812-2,Artemisia vulgaris,L.,Artemisia vulgaris,L.,Artemisia vulgaris L.,5.58,2.79,5457.03,2728.52,2728.52,2,16,38.20133448,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 680 m W of the church in the village, mown grassland","49°15'04""N","16°34'20""E",311,O. Knápek,lh-1,B.p.,1.889101006,1.183647256,1.766094912,0.225653155,1.069635999,0.9994241,Šmarda et al. 2019,n,Šmarda et al. 2019
86067-1,Arum maculatum,L.,Arum maculatum,L.,Arum maculatum L.,17.82,8.91,17428.02,8714.01,4357,4,56,46.29193349,"Czech Republic, Bohemia, Litomyšl (distr. Svitavy): Nedošínský háj Nature Reserve, 560 m WSW of the Litomyšl-Nedošín railway station","49°53'04""N","16°16'20""E",309,P. Novák,lh-3,V.f.,0.560910113,0.280472798,0.748855339,0.707424671,0.749044481,0.651839448,Šmarda et al. 2019,n,Šmarda et al. 2019
20973-2,Aruncus dioicus,(Walter) Fernald,Aruncus dioicus,(Walter) Fernald,Aruncus dioicus (Walter) Fernald,0.36,0.18,349.5,174.75,174.75,2,18,41.42767004,"Czech Republic, Silesia, Hrubý Jeseník Mts., Adolfovice (distr. Jeseník): along the road 2.15 km E of the church in the village, wet meadow","50°11'31""N","17°13'27""E",535,"O. Knápek, V. Grulich, P. Šmarda",lh-1,O.s.,0.506027969,0.996049256,0.449431779,1.479569472,1.125928321,0.673202087,Šmarda et al. 2019,n,Šmarda et al. 2019
302682-2,Asarum europaeum,L.,Asarum europaeum,L.,Asarum europaeum L.,11.96,5.98,11700.55,5850.28,5850.28,2,26,44.2229207,"Czech Republic, Moravia, Pavlov (distr. B?eclav): 230 m NW of the D?vi?ky castle ruin, forest along the red-marked tourist path","48°52'35""N","16°39'31""E",365,O. Knápek,lh-1,P.s.,1.303191707,0.356796514,1.492176563,0.651916294,0.873349535,0.547304182,Šmarda et al. 2019,n,Šmarda et al. 2019
531229-1,Asparagus officinalis,L.,Asparagus officinalis,L.,Asparagus officinalis L.,5.97,2.99,5843.55,2921.77,1460.89,4,40,41.57349143,"Botanical Garden of the Faculty of Science, Masaryk University, Brno, Czech Republic",,,,O. Knápek,lh-3,P.s.,0.752904444,0.30505549,0.74522977,1.898137423,1.010582607,1.998157835,Šmarda et al. 2019,n,Šmarda et al. 2019
743955-1,Asperula cynanchica,L.,Asperula cynanchica,L.,Asperula cynanchica L.,1.64,0.82,1599.52,799.76,799.76,2,22,41.25655587,"Czech Republic, Moravia, Brno-Nový Lískovec (distr. Brno-m?sto): 300 m SSW of the Kamenný vrch lookout tower, acidophilous dry grassland","49°10'48""N","16°33'17""E",344,O. Knápek,lh-3,G.m.,0.663107614,0.408826916,0.787595317,1.098708417,0.841939509,0.372097737,Šmarda et al. 2019,n,Šmarda et al. 2019
743955-1,Asperula cynanchica,L.,Asperula cynanchica,L.,Asperula cynanchica L.,3.37,1.68,3294.93,1647.47,823.73,4,44,41.72388727,"Botanical Garden of the Natural Sciences Faculty, Charles University, Prague, Czech Republic",,,,P. Šmarda & L. Huang,lh-3,G.m.,1.332372363,1.47996763,1.62240511,0.354166212,0.821212026,1.139174831,Šmarda et al. 2019,n,Šmarda et al. 2019
17040860-1,Asplenium ceterach,L.,Asplenium ceterach,L.,Asplenium ceterach L.,16,8,15650.49,7825.25,3912.62,4,144,44.44909417,"Italy, Giardino Botanico di Bormio",,,,P. Bureš,lh-1,P.s.,1.720827048,0.833621217,1.995913719,0.452494236,0.862175069,,Šmarda et al. 2019,n,Šmarda et al. 2019
311563-2,Asplenium ruta-muraria,L.,Asplenium ruta-muraria,L.,Asplenium ruta-muraria L.,12.17,6.08,11901.43,5950.71,2975.36,4,144,47.03639202,"Czech Republic, Moravia, Mohelno (distr. T?ebí?): 330 m NW of the Mohelský mlýn mill, in joint of a concrete water-gate of a weir","49°06'20""N","16°11'13""E",275,O. Knápek & E. Lajkepová,lh-1,P.s.,1.123719021,0.213782113,1.517794359,0.751488572,0.740363156,0.284478196,Šmarda et al. 2019,n,Šmarda et al. 2019
304469-2,Asplenium septentrionale,(L.) Hoffm.,Asplenium septentrionale,(L.) Hoffm.,Asplenium septentrionale (L.) Hoffm.,12.21,6.11,11942.01,5971.01,2985.5,4,144,46.37742053,"Czech Republic, Moravia, Pohledec (distr. Ž?ár nad Sázavou): Vávrova skála rock","49°35'13.451""N","16°06'19.845""E",749,P. Bureš,lh-1,P.s.,1.173205586,0.873508936,1.522969947,1.25202086,0.770340602,,Šmarda et al. 2019,n,Šmarda et al. 2019
17053570-1,Asplenium viride,Huds.,Asplenium viride,Huds.,Asplenium viride Huds.,7.85,3.93,7677.44,3838.72,3838.72,2,72,46.17061921,"Czech Republic, Silesia, Hrubý Jeseník Mts., Karlov pod Prad?dem (distr. Bruntál): Velká kotlina glacial cirque","50°03'20""N","17°14'06""E",1323,V. Grulich & O. Knápek,lh-3,B.p.,1.723390362,0.766614348,2.484698416,2.599585223,0.693909445,2.221449537,Šmarda et al. 2019,n,Šmarda et al. 2019
477044-1,Astragalus danicus,Retz.,Astragalus danicus,Retz.,Astragalus danicus Retz.,2.46,1.23,2404.96,1202.48,1202.48,2,16,40.65486392,"Czech Republic, Moravia, Kanice (distr. Brno-venkov): upper edge fo the Hády limestone quarry, 200 m SSW of the Hády broadcast transmitter","49°13'14""N","16°40'20""E",420,P. Veselý,lh-1,B.p.,0.734658452,0.373343509,0.778333607,0.999028778,0.943928901,0.702203264,Šmarda et al. 2019,n,Šmarda et al. 2019
477635-1,Astragalus glycyphyllos,L.,Astragalus glycyphyllos,L.,Astragalus glycyphyllos L.,1.43,0.72,1400.12,700.06,700.06,2,16,39.88335504,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): grounds of the former military barracks, 660 m WSW of the church in the village, mown grassland","49°15'01""N","16°34'21""E",311,O. Knápek,lh-1,L.e.,0.777789228,1.019591499,0.825146768,1.165577153,0.942630534,0.647932559,Šmarda et al. 2019,n,Šmarda et al. 2019
30045965-2,Athyrium distentifolium,Tausch ex Opiz,Athyrium distentifolium,Tausch ex Opiz,Athyrium distentifolium Tausch ex Opiz,12.88,6.44,12595.96,6297.98,6297.98,2,80,45.70115189,"Czech Republic, Bohemia, Rokytnice nad Jizerou-Studenov (distr. Semily): 1.7 km SE of Janova hora hill, roadside in a spruce forest clearing","50°45'00""N","15°26'49""E",900,P. Šmarda,lh-6,P.s.,1.287949557,0.489482257,1.606368533,1.398769829,0.801847867,0.964605949,Šmarda et al. 2019,n,Šmarda et al. 2019
30055316-2,Athyrium filix-femina,(L.) Roth,Athyrium filix-femina,(L.) Roth,Athyrium filix-femina (L.) Roth,13.01,6.5,12720.53,6360.26,6360.26,2,80,44.44266811,"Czech Republic, Moravia, Cikháj (distr. Ž?ár nad Sázavou): E foot of Tis?vka hill, forest","49°39'13""N","15°57'47""E",700,P. Bureš ,lh-1,P.s.,1.399180276,0.775079914,1.6222542,0.223010575,0.862491388,,Šmarda et al. 2019,n,Šmarda et al. 2019
26419-2,Atriplex patula,L.,Atriplex patula,L.,Atriplex patula L.,3.79,1.9,3707.81,1853.91,926.95,4,36,38.23922907,"Czech Republic, Moravia, Brno-?e?kovice (distr. Brno-m?sto): 990 m WSW of the church in the village, edge of an arable field along an unpaved road","49°14'55""N","16°34'06""E",287,O. Knápek,lh-1,P.s.,0.567132494,0.366202882,0.472858722,2.348534975,1.199921818,2.629930674,Šmarda et al. 2019,n,Šmarda et al. 2019
