kew_id,Number,PrimeValue,EntryNumberQualifier,taxon_name,taxon_name_Stace,authors_Stace,Full name,pg_2C,pg_1C,Mbp_2C,Mbp_1C,PublishedPloidyLevel,AcceptedPloidyLevel,PloidyFootnoteID,PublishedChromosomeNumber,AcceptedChromosomeNumber,ChromosomeFootnoteID,Lifecycle,NewAPGFamily,Order,HigherGroup,EstimationMethod,Standard species,Reference,Highest level,Peridophyte Group,from GB material,DB
30041747-2,722,TRUE,a,Carex lasiocarpa Ehrh.,Carex lasiocarpa,Ehrh.,Carex lasiocarpa,0.76,0.38,372.4,186.2,,,p,56,56,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
46508-2,722,TRUE,a,Carex lepidocarpa Tausch,Carex lepidocarpa,Tausch,Carex lepidocarpa,0.74,0.37,362.6,181.3,,,p,68,68,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
300678-1,722,TRUE,a,Carex limosa L.,Carex limosa,L.,Carex limosa,0.9,0.45,441,220.5,,,p,58,58,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
300975-1,722,TRUE,a,Carex microglochin Wahlenb.,Carex microglochin,Wahlenb.,Carex microglochin,0.6,0.3,294,147,,,p,58,58,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301056-1,722,TRUE,a,Carex montana L.,Carex montana,L.,Carex montana,0.68,0.34,333.2,166.6,,,p,38,38,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
30028489-2,722,TRUE,a,Carex muricata L.,Carex muricata,L.,Carex muricata,0.78,0.39,382.2,191.1,,,p,58,58,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
30066383-2,722,TRUE,a,Carex nigra (L.) Reichard,Carex nigra,(L.) Reichard,Carex nigra,0.8,0.4,392,196,,,p,84,84,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
30045379-2,722,TRUE,a,Carex norvegica Retz.,Carex norvegica,Retz.,Carex norvegica,0.76,0.38,372.4,186.2,,,p,54,54,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301357-1,722,TRUE,a,Carex ornithopoda Willd.,Carex ornithopoda,Willd.,Carex ornithopoda,0.72,0.36,352.8,176.4,,,p,54,54,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301371-1,722,TRUE,a,Carex otrubae Podp.,Carex otrubae,Podp.,Carex otrubae,0.78,0.39,382.2,191.1,,,p,60,60,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301409-1,722,TRUE,a,Carex pallescens L.,Carex pallescens,L.,Carex pallescens,0.78,0.39,382.2,191.1,,,p,64,64,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301423-1,722,TRUE,a,Carex panicea L.,Carex panicea,L.,Carex panicea,1.38,0.69,676.2,338.1,,,p,32,32,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
30075588-2,722,TRUE,a,Carex paniculata L.,Carex paniculata,L.,Carex paniculata,0.76,0.38,372.4,186.2,,,p,60,60,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301464-1,722,TRUE,a,Carex pauciflora Lightf.,Carex pauciflora,Lightf.,Carex pauciflora,0.76,0.38,372.4,186.2,,,p,76,76,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301492-1,722,TRUE,a,Carex pendula Huds.,Carex pendula,Huds.,Carex pendula,0.74,0.37,362.6,181.3,,,p,58,58,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301587-1,722,TRUE,a,Carex pilulifera L.,Carex pilulifera,L.,Carex pilulifera,1,0.5,490,245,,,p,18,18,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301736-1,722,TRUE,a,Carex pseudocyperus L.,Carex pseudocyperus,L.,Carex pseudocyperus,0.72,0.36,352.8,176.4,,,p,66,66,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301806-1,722,TRUE,a,Carex pulicaris L.,Carex pulicaris,L.,Carex pulicaris,0.64,0.32,313.6,156.8,,,p,60,60,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301815-1,722,TRUE,a,Carex punctata Gaudin,Carex punctata,Gaudin,Carex punctata,0.68,0.34,333.2,166.6,,,p,68,68,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301872-1,722,TRUE,a,Carex rariflora (Wahlenb.) Sm.,Carex rariflora,(Wahlenb.) Sm.,Carex rariflora,0.94,0.47,460.6,230.3,,,p,52,52,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
301911-1,722,TRUE,a,Carex remota L.,Carex remota,L.,Carex remota,0.8,0.4,392,196,,,p,62,62,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
30019363-2,722,TRUE,a,Carex riparia Curtis,Carex riparia,Curtis,Carex riparia,0.82,0.41,401.8,200.9,,,p,72,72,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302034-1,722,TRUE,a,Carex rupestris All.,Carex rupestris,All.,Carex rupestris,0.68,0.34,333.2,166.6,,,p,50,50,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302425-1,722,TRUE,a,Carex strigosa Huds.,Carex strigosa,Huds.,Carex strigosa,0.68,0.34,333.2,166.6,,,p,66,66,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302516-1,722,TRUE,a,Carex sylvatica Huds.,Carex sylvatica,Huds.,Carex sylvatica,0.76,0.38,372.4,186.2,,,p,58,58,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302842-1,722,TRUE,a,Carex vaginata Tausch,Carex vaginata,Tausch,Carex vaginata,1.48,0.74,725.2,362.6,,,p,32,32,,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302885-1,722,TRUE,a,Carex vesicaria L.,Carex vesicaria,L.,Carex vesicaria,0.8,0.4,392,196,,,p,82,82,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
302952-1,722,TRUE,a,Carex vulpina L.,Carex vulpina,L.,Carex vulpina,0.72,0.36,352.8,176.4,,,p,68,68,o,P,Cyperaceae,Poales,M,FC:PI,Oryza sativa subsp. japonica cv. 'Nipponbare',"Lipnerová I, Bureš P, Horová L, Šmarda P. 2013.  Evolution of genome size in Carex (Cyperaceae) in relation to chromosome number and genomic base composition. Annals of Botany 111: 79-94.",Angiosperm,,n,C-ValueDB
324494-2,696,TRUE,a,Carex vulpinoidea Michx.,Carex vulpinoidea,Michx.,Carex vulpinoidea,0.908,0.454,444.92,222.46,,,p,52,52,,P,Cyperaceae,Poales,M,FC:PI,Raphanus sativus cv. 'Saxa',"Chung K-S, Hipp AL, Roalson EH. 2012.  Chromosome number evolves independently of genome size in a clade with nonlocalized centromeres (Carex: Cyperaceae). Evolution 66: 2708-2722",Angiosperm,,n,C-ValueDB
295248-1,634,TRUE,a,Carpinus betulus L.,Carpinus betulus,L.,Carpinus betulus,2.06,1.03,1009.4,504.7,,,p,,,n,P,Betulaceae,Fagales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
189503-1,536,TRUE,a,Carthamus lanatus L.,Carthamus lanatus,L.,Carthamus lanatus,4.8,2.4,2352,1176,4,4,,44,44,,A,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garnatje T, Garcia S, Vilatersana R, Valles J. 2006. Genome size variation in the genus Carthamus (Asteraceae, Cardueae): Systematic implications and additive changes during allopolyploidization. Annals of Botany 97: 461-467.",Angiosperm,,n,C-ValueDB
324467-2,536,TRUE,a,Carthamus tinctorius L.,Carthamus tinctorius,L.,Carthamus tinctorius,2.79,1.395,1367.1,683.55,2,2,,24,24,,A,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garnatje T, Garcia S, Vilatersana R, Valles J. 2006. Genome size variation in the genus Carthamus (Asteraceae, Cardueae): Systematic implications and additive changes during allopolyploidization. Annals of Botany 97: 461-467.",Angiosperm,,n,C-ValueDB
295349-1,492,TRUE,a,Castanea sativa Mill.,Castanea sativa,Mill.,Castanea sativa,1.96,0.98,960.4,480.2,,,p,-,,n,P,Fagaceae,Fagales,E,FC:PI,Standard is given in the paper - but measured against a different callibration value,"Barow M, Meister A. 2003. Endopolyploidy in seed plants is differently correlated to systematics, organ, life strategy and genome size. Plant Cell and Environment 26: 571-584.",Angiosperm,,n,C-ValueDB
395086-1,269.04,TRUE,a,Catabrosa aquatica (L.) P. Beauv.,Catabrosa aquatica,(L.) P. Beauv.,Catabrosa aquatica,6.4,3.2,3136,1568,,,p,22,22,,P,Poaceae,Poales,M,Fe,Allium cepa cv. 'Ailsa Craig',"Baum A, Kenton AY, Bennett MD. (pers. comm. 1989).",Angiosperm,,y,C-ValueDB
189609-1,783,TRUE,a,Catananche caerulea L.,Catananche caerulea,L.,Catananche caerulea,11.51,5.755,5639.9,2819.95,,,p,18,18,,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
50881822-1,,,,Cedrus atlantica (Endl.) Carriere,Cedrus atlantica,(Endl.) Carriere,Cedrus atlantica,32.46625767,16.23312883,15876,7938,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
676701-1,,,,Cedrus deodara (Roxb. ex D. Don) G. Don,Cedrus deodara,(Roxb. ex D. Don) G. Don,Cedrus deodara,32.66666667,16.33333333,15974,7987,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
676705-1,,,,Cedrus libani A. Rich.,Cedrus libani,A. Rich.,Cedrus libani,32.06543967,16.03271984,15680,7840,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
676705-1,,,,Cedrus libani A. Rich.,Cedrus libani,A. Rich.,Cedrus libani,32.56646217,16.28323108,15925,7962.5,,,,,,,,Pinaceae,Pinales,,,,,Gymnosperm,,NA,C-ValueDB
927512-1,848,TRUE,a,Celastrus orbiculatus Thunb.,Celastrus orbiculatus,Thunb.,Celastrus orbiculatus,0.77,0.385,377.3,188.65,2,2,z,,,n,P,Celastraceae,Celastrales,E,FC:PI,Pisum sat. 'Ctirad' & Glycine max 'Polanka'  848,"Fridley JD, Craddock A. 2015.  Contrasting growth phenology of native and invasive forest shrubs mediated by genome size. New Phytologist 207: 659-668.",Angiosperm,,n,C-ValueDB
316518-2,375,TRUE,a,Cenchrus echinatus L.,Cenchrus echinatus,L.,Cenchrus echinatus,5.2,2.6,2548,1274,,,p,-,,n,A,Poaceae,Poales,M,Fe,Hordeum vulgare cv. 'Sultan',"Bennett MD, Leitch IJ, Hanson L.  1998.  DNA amounts in two samples of angiosperm weeds.  Annals of Botany 82 (Supplement A): 121-134.",Angiosperm,,n,C-ValueDB
189935-1,783,TRUE,a,Centaurea aspera L.,Centaurea aspera,L.,Centaurea aspera,2.04,1.02,999.6,499.8,,,p,"20, 22, 44",,o,P,Asteraceae,Asterales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
330052-2,783,TRUE,a,Centaurea calcitrapa L.,Centaurea calcitrapa,L.,Centaurea calcitrapa,1.85,0.925,906.5,453.25,,,p,20,20,o,P,Asteraceae,Asterales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
190310-1,783,TRUE,a,Centaurea cyanus L.,Centaurea cyanus,L.,Centaurea cyanus,1.42,0.71,695.8,347.9,,,p,24,24,,A,Asteraceae,Asterales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
190331-1,529,TRUE,a,Centaurea debeauxii Gren. & Godr.,Centaurea debeauxii,Gren. & Godr.,Centaurea debeauxii,4.3,2.15,2107,1053.5,4,4,,44,44,,P,Asteraceae,Asterales,E,CIA,Pisum sativum cv. 'Kleine Rheinländerin',"Bancheva S, Greilhuber J. 2006. Genome size in Bulgarian Centaurea s.l. (Asteraceae). Plant Systematics and Evolution 257: 95-117.",Angiosperm,,n,C-ValueDB
190753-1,529,TRUE,a,Centaurea jacea L.,Centaurea jacea,L.,Centaurea jacea,4,2,1960,980,4,4,,44,44,,P,Asteraceae,Asterales,E,CIA,Pisum sativum cv. 'Kleine Rheinländerin',"Bancheva S, Greilhuber J. 2006. Genome size in Bulgarian Centaurea s.l. (Asteraceae). Plant Systematics and Evolution 257: 95-117.",Angiosperm,,n,C-ValueDB
190753-1,783,TRUE,a2,Centaurea jacea L.,Centaurea jacea,L.,Centaurea jacea,4.1,2.05,2009,1004.5,,,p,22,22,,,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
191037-1,776,TRUE,a4,Centaurea montana L.,Centaurea montana,L.,Centaurea montana,3.96,1.98,1940.4,970.2,4,4,,44,44,,P,Asteraceae,Asterales,E,FC:PI,Solanum lycopersicum cv. 'Montfavet',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
191037-1,634,TRUE,a2,Centaurea montana L.,Centaurea montana,L.,Centaurea montana,2.76,1.38,1352.4,676.2,2,2,z,22,22,o,P,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Siljak-Yakovlev S, Pustahija F, Šolic EM, Bogunic F, Muratovic E, Bašic N, Catrice O, Brown SC. 2010. Towards a genome size and chromosome number database of Balkan flora: C-values in 343 taxa with novel values for 242. Advanced Science Letters 3: 190-213",Angiosperm,,n,C-ValueDB
191100-1,783,TRUE,a,Centaurea nigra L.,Centaurea nigra,L.,Centaurea nigra,2.24,1.12,1097.6,548.8,,,p,24,24,,,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
191521-1,783,TRUE,a4,Centaurea scabiosa L.,Centaurea scabiosa,L.,Centaurea scabiosa,4.59,2.295,2249.1,1124.55,,,p,40,40,,,Asteraceae,Asterales,E,FC:PI,Pisum sativum cv. 'Express Long',"Garcia S, Hidalgo O, Jakovljevi? I, Siljak-Yakovlev S, Vigo J, Garnatje T, Vallès J. 2013. New data on genome size in 128 Asteraceae species and subspecies, with first assessments for 40 genera, 3 tribes and 2 subfamilies. Plant Biosystems 147: 1219-1227.",Angiosperm,,n,C-ValueDB
191626-1,529,TRUE,a,Centaurea solstitialis L.,Centaurea solstitialis,L.,Centaurea solstitialis,1.74,0.87,852.6,426.3,2,2,,16,16,,A,Asteraceae,Asterales,E,CIA,Pisum sativum cv. 'Kleine Rheinländerin',"Bancheva S, Greilhuber J. 2006. Genome size in Bulgarian Centaurea s.l. (Asteraceae). Plant Systematics and Evolution 257: 95-117.",Angiosperm,,n,C-ValueDB
326619-2,776,TRUE,a,Centaurium erythraea Rafn.,Centaurium erythraea,Rafn.,Centaurium erythraea,2.12,1.06,1038.8,519.4,,,p,"20,40,42",,o,B,Gentianaceae,Gentianales,E,FC:PI,Petunia hybrida cv. 'PxPc6',"Pustahija F, Brown SC, Bogunic F, Bašic N, Muratovic E, Ollier S, Hidalgo O, Bourge M, Stevanovic V, Sijak-Yakovev S. 2013.  Small genomes dominate in plants growing on serpentine soils in West Balkans, an exhaustive study of 8 habitats covering 308 taxa.",Angiosperm,,n,C-ValueDB
